Distancia_medicao;Lado;Remocao_anterior;Idade_pavimento_meses;Temperatura_ensaio;Umidade_AISWEB;Operacoes_medicoes;Operacoes_anual;Operacoes_remocoes;Atrito;Nivel de atrito
200;0;0;30;33;63.62;14012;8260;14589;0.63;0.6 e 0.65
300;0;0;30;33;63.62;14012;8260;14589;0.71;0.7 e 0.75
400;0;0;30;33;63.62;14012;8260;14589;0.68;0.65 e 0.7
500;0;0;30;33;63.62;14012;8260;14589;0.65;0.65 e 0.7
600;0;0;30;33;63.62;14012;8260;14589;0.61;0.6 e 0.65
700;0;0;30;33;63.62;14012;8260;14589;0.68;0.65 e 0.7
800;0;0;30;33;63.62;14012;8260;14589;0.77;0.75 e 0.8
900;0;0;30;33;63.62;14012;8260;14589;0.69;0.65 e 0.7
1000;0;0;30;33;63.62;14012;8260;14589;0.67;0.65 e 0.7
1100;0;0;30;33;63.62;14012;8260;14589;0.66;0.65 e 0.7
1200;0;0;30;33;63.62;14012;8260;14589;0.68;0.65 e 0.7
1300;0;0;30;33;63.62;14012;8260;14589;0.71;0.7 e 0.75
1400;0;0;30;33;63.62;14012;8260;14589;0.7;0.7 e 0.75
1500;0;0;30;33;63.62;14012;8260;14589;0.71;0.7 e 0.75
1600;0;0;30;33;63.62;14012;8260;14589;0.67;0.65 e 0.7
1700;0;0;30;33;63.62;14012;8260;14589;0.61;0.6 e 0.65
1800;0;0;30;33;63.62;14012;8260;14589;0.62;0.6 e 0.65
1900;0;0;30;33;63.62;14012;8260;14589;0.6;0.6 e 0.65
2000;0;0;30;33;63.62;14012;8260;14589;0.59;0.55 e 0.6
2100;0;0;30;33;63.62;14012;8260;14589;0.72;0.7 e 0.75
2200;0;0;30;33;63.62;14012;8260;14589;0.75;0.75 e 0.8
2300;0;0;30;33;63.62;14012;8260;14589;0.73;0.7 e 0.75
2400;0;0;30;33;63.62;14012;8260;14589;0.77;0.75 e 0.8
200;0;1;32;35;75.94;1939;14343;636;0.64;0.6 e 0.65
300;0;1;32;35;75.94;1939;14343;636;0.73;0.7 e 0.75
400;0;1;32;35;75.94;1939;14343;636;0.68;0.65 e 0.7
500;0;1;32;35;75.94;1939;14343;636;0.57;0.55 e 0.6
600;0;1;32;35;75.94;1939;14343;636;0.55;0.55 e 0.6
700;0;1;32;35;75.94;1939;14343;636;0.69;0.65 e 0.7
800;0;1;32;35;75.94;1939;14343;636;0.73;0.7 e 0.75
900;0;1;32;35;75.94;1939;14343;636;0.66;0.65 e 0.7
1000;0;0;32;35;75.94;1939;14343;636;0.67;0.65 e 0.7
1100;0;0;32;35;75.94;1939;14343;636;0.64;0.6 e 0.65
1200;0;0;32;35;75.94;1939;14343;636;0.68;0.65 e 0.7
1300;0;0;32;35;75.94;1939;14343;636;0.71;0.7 e 0.75
1400;0;0;32;35;75.94;1939;14343;636;0.62;0.6 e 0.65
1500;0;0;32;35;75.94;1939;14343;636;0.7;0.7 e 0.75
1600;0;0;32;35;75.94;1939;14343;636;0.6;0.6 e 0.65
1700;0;0;32;35;75.94;1939;14343;636;0.72;0.7 e 0.75
1800;0;0;32;35;75.94;1939;14343;636;0.64;0.6 e 0.65
1900;0;0;32;35;75.94;1939;14343;636;0.59;0.55 e 0.6
2000;0;0;32;35;75.94;1939;14343;636;0.68;0.65 e 0.7
2100;0;0;32;35;75.94;1939;14343;636;0.88;0.85 e 0.9
2200;0;0;32;35;75.94;1939;14343;636;0.88;0.85 e 0.9
2300;0;0;32;35;75.94;1939;14343;636;0.86;0.85 e 0.9
2400;0;0;32;35;75.94;1939;14343;636;0.84;0.8 e 0.85
200;0;0;33;35;66.09;4323;18666;4959;0.7;0.7 e 0.75
300;0;0;33;35;66.09;4323;18666;4959;0.78;0.75 e 0.8
400;0;0;33;35;66.09;4323;18666;4959;0.76;0.75 e 0.8
500;0;0;33;35;66.09;4323;18666;4959;0.82;0.8 e 0.85
600;0;0;33;35;66.09;4323;18666;4959;0.75;0.75 e 0.8
700;0;0;33;35;66.09;4323;18666;4959;0.9;0.9 e 0.95
800;0;0;33;35;66.09;4323;18666;4959;0.9;0.9 e 0.95
900;0;0;33;35;66.09;4323;18666;4959;0.84;0.8 e 0.85
1000;0;0;33;35;66.09;4323;18666;4959;0.85;0.85 e 0.9
1100;0;0;33;35;66.09;4323;18666;4959;0.86;0.85 e 0.9
1200;0;0;33;35;66.09;4323;18666;4959;0.91;0.9 e 0.95
1300;0;0;33;35;66.09;4323;18666;4959;0.93;0.9 e 0.95
1400;0;0;33;35;66.09;4323;18666;4959;0.94;0.9 e 0.95
1500;0;0;33;35;66.09;4323;18666;4959;0.94;0.9 e 0.95
1600;0;0;33;35;66.09;4323;18666;4959;0.89;0.85 e 0.9
1700;0;0;33;35;66.09;4323;18666;4959;0.89;0.85 e 0.9
1800;0;0;33;35;66.09;4323;18666;4959;0.82;0.8 e 0.85
1900;0;0;33;35;66.09;4323;18666;4959;0.85;0.85 e 0.9
2000;0;0;33;35;66.09;4323;18666;4959;0.8;0.8 e 0.85
2100;0;0;33;35;66.09;4323;18666;4959;0.84;0.8 e 0.85
2200;0;0;33;35;66.09;4323;18666;4959;0.9;0.9 e 0.95
2300;0;0;33;35;66.09;4323;18666;4959;0.8;0.8 e 0.85
2400;0;0;33;35;66.09;4323;18666;4959;0.8;0.8 e 0.85
200;0;1;34;35;58.45;3860;22526;262;0.67;0.65 e 0.7
300;0;1;34;35;58.45;3860;22526;262;0.78;0.75 e 0.8
400;0;1;34;35;58.45;3860;22526;262;0.86;0.85 e 0.9
500;0;1;34;35;58.45;3860;22526;262;0.82;0.8 e 0.85
600;0;1;34;35;58.45;3860;22526;262;0.82;0.8 e 0.85
700;0;1;34;35;58.45;3860;22526;262;0.89;0.85 e 0.9
800;0;1;34;35;58.45;3860;22526;262;0.92;0.9 e 0.95
900;0;1;34;35;58.45;3860;22526;262;0.91;0.9 e 0.95
1000;0;0;34;35;58.45;3860;22526;262;0.88;0.85 e 0.9
1100;0;0;34;35;58.45;3860;22526;262;0.93;0.9 e 0.95
1200;0;0;34;35;58.45;3860;22526;262;1;0.95 e 1.0
1300;0;0;34;35;58.45;3860;22526;262;0.97;0.95 e 1.0
1400;0;0;34;35;58.45;3860;22526;262;0.97;0.95 e 1.0
1500;0;0;34;35;58.45;3860;22526;262;0.9;0.9 e 0.95
1600;0;0;34;35;58.45;3860;22526;262;0.88;0.85 e 0.9
1700;0;0;34;35;58.45;3860;22526;262;0.87;0.85 e 0.9
1800;0;0;34;35;58.45;3860;22526;262;0.8;0.8 e 0.85
1900;0;0;34;35;58.45;3860;22526;262;0.81;0.8 e 0.85
2000;0;0;34;35;58.45;3860;22526;262;0.78;0.75 e 0.8
2100;0;0;34;35;58.45;3860;22526;262;0.82;0.8 e 0.85
2200;0;0;34;35;58.45;3860;22526;262;0.88;0.85 e 0.9
2300;0;0;34;35;58.45;3860;22526;262;0.84;0.8 e 0.85
2400;0;0;34;35;58.45;3860;22526;262;0.81;0.8 e 0.85
200;0;0;35;32;72.95;3813;26339;4076;0.58;0.55 e 0.6
300;0;0;35;32;72.95;3813;26339;4076;0.66;0.65 e 0.7
400;0;0;35;32;72.95;3813;26339;4076;0.78;0.75 e 0.8
500;0;0;35;32;72.95;3813;26339;4076;0.76;0.75 e 0.8
600;0;0;35;32;72.95;3813;26339;4076;0.71;0.7 e 0.75
700;0;0;35;32;72.95;3813;26339;4076;0.66;0.65 e 0.7
800;0;0;35;32;72.95;3813;26339;4076;0.87;0.85 e 0.9
900;0;0;35;32;72.95;3813;26339;4076;0.69;0.65 e 0.7
1000;0;0;35;32;72.95;3813;26339;4076;0.67;0.65 e 0.7
1100;0;0;35;32;72.95;3813;26339;4076;0.72;0.7 e 0.75
1200;0;0;35;32;72.95;3813;26339;4076;0.76;0.75 e 0.8
1300;0;0;35;32;72.95;3813;26339;4076;0.75;0.75 e 0.8
1400;0;0;35;32;72.95;3813;26339;4076;0.76;0.75 e 0.8
1500;0;0;35;32;72.95;3813;26339;4076;0.81;0.8 e 0.85
1600;0;0;35;32;72.95;3813;26339;4076;0.75;0.75 e 0.8
1700;0;0;35;32;72.95;3813;26339;4076;0.75;0.75 e 0.8
1800;0;0;35;32;72.95;3813;26339;4076;0.77;0.75 e 0.8
1900;0;0;35;32;72.95;3813;26339;4076;0.71;0.7 e 0.75
2000;0;0;35;32;72.95;3813;26339;4076;0.63;0.6 e 0.65
2100;0;0;35;32;72.95;3813;26339;4076;0.79;0.75 e 0.8
2200;0;0;35;32;72.95;3813;26339;4076;0.77;0.75 e 0.8
2300;0;0;35;32;72.95;3813;26339;4076;0.73;0.7 e 0.75
2400;0;0;35;32;72.95;3813;26339;4076;0.77;0.75 e 0.8
200;0;0;37;32;59;3652;34746;12483;0.64;0.6 e 0.65
300;0;0;37;32;59;3652;34746;12483;0.72;0.7 e 0.75
400;0;0;37;32;59;3652;34746;12483;0.79;0.75 e 0.8
500;0;0;37;32;59;3652;34746;12483;0.76;0.75 e 0.8
600;0;0;37;32;59;3652;34746;12483;0.74;0.7 e 0.75
700;0;0;37;32;59;3652;34746;12483;0.84;0.8 e 0.85
800;0;0;37;32;59;3652;34746;12483;0.87;0.85 e 0.9
900;0;0;37;32;59;3652;34746;12483;0.8;0.8 e 0.85
1000;0;0;37;32;59;3652;34746;12483;0.86;0.85 e 0.9
1100;0;0;37;32;59;3652;34746;12483;0.9;0.9 e 0.95
1200;0;0;37;32;59;3652;34746;12483;0.91;0.9 e 0.95
1300;0;0;37;32;59;3652;34746;12483;0.76;0.75 e 0.8
1400;0;0;37;32;59;3652;34746;12483;0.84;0.8 e 0.85
1500;0;0;37;32;59;3652;34746;12483;0.88;0.85 e 0.9
1600;0;0;37;32;59;3652;34746;12483;0.77;0.75 e 0.8
1700;0;0;37;32;59;3652;34746;12483;0.79;0.75 e 0.8
1800;0;0;37;32;59;3652;34746;12483;0.75;0.75 e 0.8
1900;0;0;37;32;59;3652;34746;12483;0.7;0.7 e 0.75
2000;0;0;37;32;59;3652;34746;12483;0.71;0.7 e 0.75
2100;0;0;37;32;59;3652;34746;12483;0.85;0.85 e 0.9
2200;0;0;37;32;59;3652;34746;12483;0.77;0.75 e 0.8
2300;0;0;37;32;59;3652;34746;12483;0.76;0.75 e 0.8
2400;0;0;37;32;59;3652;34746;12483;0.73;0.7 e 0.75
200;0;0;38;32;66.05;3729;38476;16212;0.64;0.6 e 0.65
300;0;0;38;32;66.05;3729;38476;16212;0.77;0.75 e 0.8
400;0;0;38;32;66.05;3729;38476;16212;0.84;0.8 e 0.85
500;0;0;38;32;66.05;3729;38476;16212;0.78;0.75 e 0.8
600;0;0;38;32;66.05;3729;38476;16212;0.91;0.9 e 0.95
700;0;0;38;32;66.05;3729;38476;16212;0.81;0.8 e 0.85
800;0;0;38;32;66.05;3729;38476;16212;0.94;0.9 e 0.95
900;0;0;38;32;66.05;3729;38476;16212;0.93;0.9 e 0.95
1000;0;0;38;32;66.05;3729;38476;16212;0.9;0.9 e 0.95
1100;0;0;38;32;66.05;3729;38476;16212;0.85;0.85 e 0.9
1200;0;0;38;32;66.05;3729;38476;16212;0.91;0.9 e 0.95
1300;0;0;38;32;66.05;3729;38476;16212;0.82;0.8 e 0.85
1400;0;0;38;32;66.05;3729;38476;16212;0.82;0.8 e 0.85
1500;0;0;38;32;66.05;3729;38476;16212;0.84;0.8 e 0.85
1600;0;0;38;32;66.05;3729;38476;16212;0.8;0.8 e 0.85
1700;0;0;38;32;66.05;3729;38476;16212;0.81;0.8 e 0.85
1800;0;0;38;32;66.05;3729;38476;16212;0.8;0.8 e 0.85
1900;0;0;38;32;66.05;3729;38476;16212;0.74;0.7 e 0.75
2000;0;0;38;32;66.05;3729;38476;16212;0.85;0.85 e 0.9
2100;0;0;38;32;66.05;3729;38476;16212;0.83;0.8 e 0.85
2200;0;0;38;32;66.05;3729;38476;16212;0.86;0.85 e 0.9
2300;0;0;38;32;66.05;3729;38476;16212;0.87;0.85 e 0.9
2400;0;0;38;32;66.05;3729;38476;16212;0.69;0.65 e 0.7
200;0;1;39;32;65.02;4153;42628;134;0.66;0.65 e 0.7
300;0;1;39;32;65.02;4153;42628;134;0.76;0.75 e 0.8
400;0;1;39;32;65.02;4153;42628;134;0.9;0.9 e 0.95
500;0;1;39;32;65.02;4153;42628;134;0.82;0.8 e 0.85
600;0;1;39;32;65.02;4153;42628;134;0.8;0.8 e 0.85
700;0;1;39;32;65.02;4153;42628;134;0.84;0.8 e 0.85
800;0;1;39;32;65.02;4153;42628;134;0.95;0.95 e 1.0
900;0;1;39;32;65.02;4153;42628;134;0.9;0.9 e 0.95
1000;0;0;39;32;65.02;4153;42628;134;0.85;0.85 e 0.9
1100;0;0;39;32;65.02;4153;42628;134;0.79;0.75 e 0.8
1200;0;0;39;32;65.02;4153;42628;134;0.85;0.85 e 0.9
1300;0;0;39;32;65.02;4153;42628;134;0.85;0.85 e 0.9
1400;0;0;39;32;65.02;4153;42628;134;0.81;0.8 e 0.85
1500;0;0;39;32;65.02;4153;42628;134;0.85;0.85 e 0.9
1600;0;0;39;32;65.02;4153;42628;134;0.78;0.75 e 0.8
1700;0;0;39;32;65.02;4153;42628;134;0.8;0.8 e 0.85
1800;0;0;39;32;65.02;4153;42628;134;0.77;0.75 e 0.8
1900;0;0;39;32;65.02;4153;42628;134;0.72;0.7 e 0.75
2000;0;0;39;32;65.02;4153;42628;134;0.77;0.75 e 0.8
2100;0;0;39;32;65.02;4153;42628;134;0.87;0.85 e 0.9
2200;0;0;39;32;65.02;4153;42628;134;0.87;0.85 e 0.9
2300;0;0;39;32;65.02;4153;42628;134;0.82;0.8 e 0.85
2400;0;0;39;32;65.02;4153;42628;134;0.85;0.85 e 0.9
2500;0;0;39;32;65.02;4153;42628;134;0.64;0.6 e 0.65
200;0;0;40;30;66.77;3997;46625;3997;0.64;0.6 e 0.65
300;0;0;40;30;66.77;3997;46625;3997;0.76;0.75 e 0.8
400;0;0;40;30;66.77;3997;46625;3997;0.75;0.75 e 0.8
500;0;0;40;30;66.77;3997;46625;3997;0.76;0.75 e 0.8
600;0;0;40;30;66.77;3997;46625;3997;0.69;0.65 e 0.7
700;0;0;40;30;66.77;3997;46625;3997;0.82;0.8 e 0.85
800;0;0;40;30;66.77;3997;46625;3997;0.88;0.85 e 0.9
900;0;0;40;30;66.77;3997;46625;3997;0.91;0.9 e 0.95
1000;0;0;40;30;66.77;3997;46625;3997;0.87;0.85 e 0.9
1100;0;0;40;30;66.77;3997;46625;3997;0.93;0.9 e 0.95
1200;0;0;40;30;66.77;3997;46625;3997;0.95;0.95 e 1.0
1300;0;0;40;30;66.77;3997;46625;3997;0.94;0.9 e 0.95
1400;0;0;40;30;66.77;3997;46625;3997;0.88;0.85 e 0.9
1500;0;0;40;30;66.77;3997;46625;3997;0.89;0.85 e 0.9
1600;0;0;40;30;66.77;3997;46625;3997;0.86;0.85 e 0.9
1700;0;0;40;30;66.77;3997;46625;3997;0.81;0.8 e 0.85
1800;0;0;40;30;66.77;3997;46625;3997;0.83;0.8 e 0.85
1900;0;0;40;30;66.77;3997;46625;3997;0.79;0.75 e 0.8
2000;0;0;40;30;66.77;3997;46625;3997;0.81;0.8 e 0.85
2100;0;0;40;30;66.77;3997;46625;3997;0.7;0.7 e 0.75
2200;0;0;40;30;66.77;3997;46625;3997;0.93;0.9 e 0.95
2300;0;0;40;30;66.77;3997;46625;3997;0.85;0.85 e 0.9
2400;0;0;40;30;66.77;3997;46625;3997;0.82;0.8 e 0.85
2500;0;0;40;30;66.77;3997;46625;3997;0.72;0.7 e 0.75
200;0;0;41;29;80.81;4932;1691;8928;0.63;0.6 e 0.65
300;0;0;41;29;80.81;4932;1691;8928;0.7;0.7 e 0.75
400;0;0;41;29;80.81;4932;1691;8928;0.75;0.75 e 0.8
500;0;0;41;29;80.81;4932;1691;8928;0.72;0.7 e 0.75
600;0;0;41;29;80.81;4932;1691;8928;0.73;0.7 e 0.75
700;0;0;41;29;80.81;4932;1691;8928;0.71;0.7 e 0.75
800;0;0;41;29;80.81;4932;1691;8928;0.77;0.75 e 0.8
900;0;0;41;29;80.81;4932;1691;8928;0.76;0.75 e 0.8
1000;0;0;41;29;80.81;4932;1691;8928;0.71;0.7 e 0.75
1100;0;0;41;29;80.81;4932;1691;8928;0.74;0.7 e 0.75
1200;0;0;41;29;80.81;4932;1691;8928;0.72;0.7 e 0.75
1300;0;0;41;29;80.81;4932;1691;8928;0.73;0.7 e 0.75
1400;0;0;41;29;80.81;4932;1691;8928;0.76;0.75 e 0.8
1500;0;0;41;29;80.81;4932;1691;8928;0.71;0.7 e 0.75
1600;0;0;41;29;80.81;4932;1691;8928;0.74;0.7 e 0.75
1700;0;0;41;29;80.81;4932;1691;8928;0.71;0.7 e 0.75
1800;0;0;41;29;80.81;4932;1691;8928;0.71;0.7 e 0.75
1900;0;0;41;29;80.81;4932;1691;8928;0.71;0.7 e 0.75
2000;0;0;41;29;80.81;4932;1691;8928;0.68;0.65 e 0.7
2100;0;0;41;29;80.81;4932;1691;8928;0.8;0.8 e 0.85
2200;0;0;41;29;80.81;4932;1691;8928;0.81;0.8 e 0.85
2300;0;0;41;29;80.81;4932;1691;8928;0.77;0.75 e 0.8
2400;0;0;41;29;80.81;4932;1691;8928;0.73;0.7 e 0.75
2500;0;0;41;29;80.81;4932;1691;8928;0.73;0.7 e 0.75
200;0;1;47;34;58.06;8102;21450;120;0.56;0.55 e 0.6
300;0;1;47;34;58.06;8102;21450;120;0.71;0.7 e 0.75
400;0;1;47;34;58.06;8102;21450;120;0.75;0.75 e 0.8
500;0;1;47;34;58.06;8102;21450;120;0.71;0.7 e 0.75
600;0;1;47;34;58.06;8102;21450;120;0.54;0.5 e 0.55
700;0;1;47;34;58.06;8102;21450;120;0.74;0.7 e 0.75
800;0;1;47;34;58.06;8102;21450;120;0.83;0.8 e 0.85
900;0;1;47;34;58.06;8102;21450;120;0.88;0.85 e 0.9
1000;0;0;47;34;58.06;8102;21450;120;0.89;0.85 e 0.9
1100;0;0;47;34;58.06;8102;21450;120;0.9;0.9 e 0.95
1200;0;0;47;34;58.06;8102;21450;120;0.82;0.8 e 0.85
1300;0;0;47;34;58.06;8102;21450;120;0.82;0.8 e 0.85
1400;0;0;47;34;58.06;8102;21450;120;0.81;0.8 e 0.85
1500;0;0;47;34;58.06;8102;21450;120;0.77;0.75 e 0.8
1600;0;0;47;34;58.06;8102;21450;120;0.78;0.75 e 0.8
1700;0;0;47;34;58.06;8102;21450;120;0.77;0.75 e 0.8
1800;0;0;47;34;58.06;8102;21450;120;0.75;0.75 e 0.8
1900;0;0;47;34;58.06;8102;21450;120;0.71;0.7 e 0.75
2000;0;0;47;34;58.06;8102;21450;120;0.61;0.6 e 0.65
2100;0;0;47;34;58.06;8102;21450;120;0.72;0.7 e 0.75
2200;0;0;47;34;58.06;8102;21450;120;0.74;0.7 e 0.75
2300;0;0;47;34;58.06;8102;21450;120;0.71;0.7 e 0.75
2400;0;0;47;34;58.06;8102;21450;120;0.74;0.7 e 0.75
200;0;0;58;32;60.37;8756;19292;9542;0.65;0.65 e 0.7
300;0;0;58;32;60.37;8756;19292;9542;0.7;0.7 e 0.75
400;0;0;58;32;60.37;8756;19292;9542;0.72;0.7 e 0.75
500;0;0;58;32;60.37;8756;19292;9542;0.72;0.7 e 0.75
600;0;0;58;32;60.37;8756;19292;9542;0.78;0.75 e 0.8
700;0;0;58;32;60.37;8756;19292;9542;0.85;0.85 e 0.9
800;0;0;58;32;60.37;8756;19292;9542;0.81;0.8 e 0.85
900;0;0;58;32;60.37;8756;19292;9542;0.82;0.8 e 0.85
1000;0;0;58;32;60.37;8756;19292;9542;0.92;0.9 e 0.95
1100;0;0;58;32;60.37;8756;19292;9542;0.98;0.95 e 1.0
1200;0;0;58;32;60.37;8756;19292;9542;0.83;0.8 e 0.85
1300;0;0;58;32;60.37;8756;19292;9542;0.73;0.7 e 0.75
1400;0;0;58;32;60.37;8756;19292;9542;0.85;0.85 e 0.9
1500;0;0;58;32;60.37;8756;19292;9542;0.92;0.9 e 0.95
